Date,Produit,Catégorie,Prix HT
2017-11-16,Produit E,Alimentation,96.08
2017-11-16,Produit C,Maison,237.96
2017-11-16,Produit C,Beauté,244.84
2017-11-16,Produit C,Électronique,473.02
2017-11-17,Produit A,Beauté,257.59
2017-11-17,Produit D,Beauté,281.72
2017-11-17,Produit A,Électronique,56.2
2017-11-17,Produit E,Maison,485.83
2017-11-17,Produit B,Alimentation,215.44
2017-11-17,Produit C,Beauté,113.07
2017-11-17,Produit B,Vêtements,274.85
2017-11-17,Produit B,Vêtements,21.36
2017-11-17,Produit E,Beauté,314.79
2017-11-17,Produit C,Maison,370.98
2017-11-18,Produit A,Alimentation,424.21
2017-11-18,Produit B,Beauté,86.76
2017-11-18,Produit C,Maison,239.23
2017-11-18,Produit A,Beauté,294.98
2017-11-18,Produit C,Électronique,442.11
2017-11-18,Produit D,Beauté,14.63
2017-11-18,Produit D,Beauté,261.6
2017-11-18,Produit C,Alimentation,360.13
2017-11-18,Produit A,Maison,214.65
2017-11-18,Produit B,Maison,294.22
2017-11-18,Produit D,Électronique,280.68
2017-11-19,Produit E,Alimentation,464.88
2017-11-19,Produit D,Beauté,57.95
2017-11-19,Produit E,Maison,405.84
2017-11-19,Produit D,Beauté,105.51
2017-11-19,Produit D,Alimentation,225.09
2017-11-19,Produit E,Beauté,318.87
2017-11-19,Produit C,Vêtements,257.43
2017-11-19,Produit E,Maison,136.82
2017-11-19,Produit D,Vêtements,159.38
2017-11-19,Produit E,Alimentation,173.04
2017-11-20,Produit D,Beauté,248.97
2017-11-20,Produit D,Vêtements,156.55
2017-11-20,Produit C,Électronique,455.89
2017-11-20,Produit B,Alimentation,391.36
2017-11-20,Produit A,Beauté,298.46
2017-11-20,Produit E,Beauté,310.78
2017-11-20,Produit D,Électronique,343.01
2017-11-20,Produit A,Maison,361.71
2017-11-21,Produit C,Alimentation,347.9
2017-11-21,Produit A,Électronique,53.2
2017-11-21,Produit B,Maison,83.36
2017-11-21,Produit D,Maison,368.58
2017-11-21,Produit E,Électronique,143.87
2017-11-21,Produit C,Vêtements,181.56
2017-11-21,Produit A,Vêtements,197.5
2017-11-22,Produit B,Alimentation,17.34
2017-11-22,Produit A,Électronique,429.02
2017-11-22,Produit C,Vêtements,210.89
2017-11-22,Produit C,Vêtements,72.01
2017-11-22,Produit E,Vêtements,172.06
2017-11-22,Produit A,Maison,162.66
2017-11-22,Produit B,Alimentation,445.45
2017-11-23,Produit D,Électronique,27.91
2017-11-23,Produit B,Électronique,276.59
2017-11-23,Produit E,Vêtements,158.82
2017-11-23,Produit C,Maison,201.0
2017-11-24,Produit C,Vêtements,303.44
2017-11-24,Produit E,Vêtements,138.39
2017-11-24,Produit C,Électronique,406.21
2017-11-25,Produit D,Électronique,113.78
2017-11-25,Produit B,Beauté,38.95
2017-11-25,Produit A,Beauté,204.56
2017-11-25,Produit E,Vêtements,53.07
2017-11-25,Produit D,Alimentation,164.21
2017-11-25,Produit E,Alimentation,357.78
2017-11-25,Produit B,Maison,62.44
2017-11-25,Produit D,Électronique,316.17
2017-11-25,Produit E,Maison,38.2
2017-11-25,Produit B,Alimentation,301.76
2017-11-26,Produit B,Beauté,24.5
2017-11-26,Produit B,Alimentation,97.86
2017-11-26,Produit A,Maison,9.52
2017-11-26,Produit D,Maison,233.25
2017-11-26,Produit C,Électronique,292.62
2017-11-26,Produit B,Vêtements,301.87
2017-11-26,Produit D,Alimentation,438.49
2017-11-26,Produit D,Vêtements,136.63
2017-11-27,Produit D,Électronique,120.69
2017-11-27,Produit D,Alimentation,420.01
2017-11-27,Produit D,Électronique,407.32
2017-11-28,Produit B,Électronique,149.26
2017-11-28,Produit E,Vêtements,166.89
2017-11-28,Produit C,Maison,284.69
2017-11-28,Produit B,Vêtements,107.02
2017-11-28,Produit C,Maison,221.73
2017-11-28,Produit E,Électronique,33.2
2017-11-28,Produit C,Beauté,370.34
2017-11-28,Produit A,Beauté,344.39
2017-11-28,Produit B,Électronique,386.58
2017-11-28,Produit C,Alimentation,22.27
2017-11-28,Produit A,Beauté,213.69
2017-11-29,Produit B,Maison,222.2
2017-11-29,Produit E,Électronique,368.4
2017-11-29,Produit C,Électronique,127.75
2017-11-29,Produit A,Maison,126.76
2017-11-29,Produit E,Maison,12.26
2017-11-30,Produit D,Maison,115.1
2017-11-30,Produit D,Beauté,306.54
2017-11-30,Produit C,Maison,285.04
2017-12-01,Produit A,Beauté,114.1
2017-12-01,Produit B,Électronique,162.9
2017-12-01,Produit D,Maison,430.77
2017-12-01,Produit D,Électronique,402.28
2017-12-01,Produit A,Maison,205.62
2017-12-01,Produit C,Beauté,52.33
2017-12-01,Produit B,Beauté,6.07
2017-12-01,Produit D,Alimentation,439.96
2017-12-02,Produit B,Vêtements,176.03
2017-12-02,Produit A,Vêtements,47.4
2017-12-02,Produit C,Vêtements,356.45
2017-12-03,Produit B,Maison,143.97
2017-12-03,Produit E,Maison,409.65
2017-12-03,Produit A,Vêtements,415.2
2017-12-03,Produit C,Beauté,456.54
2017-12-03,Produit D,Alimentation,11.37
2017-12-03,Produit D,Alimentation,251.1
2017-12-03,Produit C,Électronique,270.29
2017-12-03,Produit E,Électronique,444.66
2017-12-03,Produit A,Maison,332.04
2017-12-04,Produit E,Électronique,142.92
2017-12-04,Produit D,Électronique,60.6
2017-12-04,Produit C,Vêtements,162.26
2017-12-04,Produit E,Alimentation,203.39
2017-12-04,Produit E,Électronique,246.56
2017-12-04,Produit E,Électronique,414.9
2017-12-04,Produit B,Vêtements,271.08
2017-12-04,Produit A,Maison,355.9
2017-12-04,Produit C,Alimentation,341.92
2017-12-04,Produit E,Maison,408.42
2017-12-05,Produit C,Beauté,414.49
2017-12-05,Produit B,Vêtements,379.82
2017-12-05,Produit D,Alimentation,467.9
2017-12-05,Produit C,Vêtements,225.14
2017-12-05,Produit A,Électronique,494.59
2017-12-05,Produit E,Vêtements,244.43
2017-12-05,Produit D,Alimentation,278.4
2017-12-05,Produit E,Vêtements,18.21
2017-12-05,Produit E,Alimentation,347.6
2017-12-05,Produit B,Alimentation,430.6
2017-12-06,Produit E,Alimentation,233.3
2017-12-06,Produit B,Vêtements,190.46
2017-12-06,Produit A,Électronique,282.36
2017-12-06,Produit B,Alimentation,110.48
2017-12-06,Produit C,Beauté,137.53
2017-12-06,Produit C,Maison,201.0
2017-12-07,Produit E,Vêtements,492.62
2017-12-07,Produit B,Maison,98.71
2017-12-07,Produit A,Maison,472.82
2017-12-08,Produit D,Électronique,273.03
2017-12-08,Produit B,Beauté,104.9
2017-12-08,Produit A,Beauté,464.81
2017-12-08,Produit D,Alimentation,361.85
2017-12-08,Produit A,Électronique,281.01
2017-12-08,Produit B,Beauté,105.33
2017-12-08,Produit D,Beauté,467.8
2017-12-08,Produit D,Alimentation,252.67
2017-12-08,Produit B,Alimentation,22.67
2017-12-08,Produit D,Beauté,337.48
2017-12-09,Produit D,Vêtements,284.3
2017-12-09,Produit A,Maison,91.38
2017-12-09,Produit B,Électronique,453.16
2017-12-09,Produit E,Alimentation,399.44
2017-12-09,Produit D,Vêtements,48.62
2017-12-09,Produit B,Électronique,294.67
2017-12-09,Produit B,Électronique,459.68
2017-12-09,Produit B,Alimentation,209.4
2017-12-09,Produit A,Vêtements,444.79
2017-12-10,Produit E,Électronique,284.63
2017-12-10,Produit A,Beauté,130.15
2017-12-10,Produit B,Vêtements,193.78
2017-12-10,Produit A,Vêtements,194.61
2017-12-10,Produit C,Électronique,132.33
2017-12-10,Produit A,Vêtements,387.6
2017-12-11,Produit B,Beauté,213.87
2017-12-11,Produit C,Électronique,404.23
2017-12-11,Produit C,Alimentation,22.41
2017-12-11,Produit D,Maison,253.6
2017-12-12,Produit E,Vêtements,320.06
2017-12-12,Produit B,Maison,40.35
2017-12-12,Produit D,Électronique,206.37
2017-12-12,Produit D,Beauté,29.73
2017-12-13,Produit B,Maison,278.75
2017-12-13,Produit A,Vêtements,230.05
2017-12-13,Produit C,Beauté,158.67
2017-12-13,Produit C,Alimentation,319.22
2017-12-13,Produit C,Beauté,130.22
2017-12-13,Produit A,Maison,479.72
2017-12-13,Produit D,Beauté,142.15
2017-12-13,Produit B,Électronique,40.28
2017-12-13,Produit B,Beauté,359.74
2017-12-14,Produit B,Alimentation,136.0
2017-12-14,Produit C,Vêtements,147.91
2017-12-14,Produit C,Maison,32.25
2017-12-14,Produit B,Électronique,313.39
2017-12-14,Produit C,Vêtements,57.69
2017-12-14,Produit A,Beauté,55.92
2017-12-15,Produit E,Vêtements,249.01
2017-12-15,Produit D,Alimentation,7.45
2017-12-15,Produit E,Électronique,451.32
2017-12-15,Produit A,Vêtements,488.02
2017-12-15,Produit D,Maison,495.74
2017-12-15,Produit C,Maison,403.54
2017-12-15,Produit E,Électronique,94.52
2017-12-16,Produit A,Vêtements,307.58
2017-12-16,Produit B,Électronique,35.56
2017-12-16,Produit C,Vêtements,265.01
2017-12-16,Produit E,Électronique,233.44
2017-12-16,Produit B,Électronique,415.83
2017-12-16,Produit D,Vêtements,466.58
2017-12-16,Produit C,Électronique,307.76
2017-12-16,Produit E,Vêtements,412.91
2017-12-16,Produit E,Électronique,265.02
2017-12-17,Produit B,Alimentation,335.73
2017-12-17,Produit C,Alimentation,51.91
2017-12-17,Produit A,Beauté,103.81
2017-12-17,Produit E,Alimentation,118.21
2017-12-17,Produit E,Alimentation,287.74
2017-12-17,Produit C,Maison,406.53
2017-12-17,Produit E,Vêtements,402.36
2017-12-17,Produit A,Alimentation,456.44
2017-12-17,Produit E,Vêtements,54.39
2017-12-17,Produit A,Beauté,325.94
2017-12-17,Produit C,Beauté,25.0
2017-12-18,Produit D,Électronique,179.92
2017-12-18,Produit C,Alimentation,89.94
2017-12-18,Produit E,Maison,307.82
2017-12-18,Produit C,Beauté,379.49
2017-12-18,Produit D,Vêtements,130.08
2017-12-18,Produit C,Beauté,86.35
2017-12-18,Produit C,Électronique,76.2
2017-12-19,Produit D,Électronique,170.78
2017-12-19,Produit A,Beauté,27.38
2017-12-19,Produit D,Électronique,369.21
2017-12-19,Produit A,Maison,495.35
2017-12-20,Produit D,Beauté,479.81
2017-12-20,Produit C,Alimentation,46.5
2017-12-20,Produit B,Beauté,58.02
2017-12-20,Produit B,Vêtements,70.12
2017-12-20,Produit E,Maison,476.86
2017-12-20,Produit B,Alimentation,438.16
2017-12-20,Produit D,Électronique,291.69
2017-12-20,Produit D,Vêtements,443.68
2017-12-20,Produit B,Électronique,282.24
2017-12-20,Produit E,Alimentation,229.47
2017-12-21,Produit A,Maison,207.82
2017-12-21,Produit A,Électronique,383.02
2017-12-21,Produit A,Électronique,252.94
2017-12-21,Produit C,Électronique,56.67
2017-12-21,Produit B,Beauté,264.68
2017-12-21,Produit D,Vêtements,15.9
2017-12-21,Produit E,Alimentation,355.63
2017-12-22,Produit D,Alimentation,311.15
2017-12-22,Produit E,Alimentation,20.85
2017-12-22,Produit B,Maison,17.11
2017-12-22,Produit A,Beauté,180.99
2017-12-22,Produit B,Électronique,344.93
2017-12-22,Produit A,Vêtements,276.37
2017-12-22,Produit D,Électronique,481.45
2017-12-22,Produit B,Alimentation,223.39
2017-12-22,Produit E,Alimentation,407.54
2017-12-23,Produit E,Vêtements,333.93
2017-12-23,Produit E,Maison,147.57
2017-12-23,Produit E,Alimentation,154.07
2017-12-23,Produit C,Vêtements,221.96
2017-12-24,Produit D,Alimentation,233.33
2017-12-24,Produit B,Vêtements,132.37
2017-12-24,Produit D,Alimentation,241.08
2017-12-24,Produit D,Beauté,439.65
2017-12-24,Produit D,Maison,215.77
2017-12-24,Produit D,Électronique,160.79
2017-12-25,Produit C,Beauté,334.31
2017-12-25,Produit E,Beauté,291.03
2017-12-25,Produit A,Alimentation,255.18
2017-12-26,Produit A,Vêtements,168.58
2017-12-26,Produit B,Vêtements,85.56
2017-12-26,Produit B,Maison,386.51
2017-12-26,Produit A,Beauté,24.42
2017-12-26,Produit C,Maison,189.8
2017-12-26,Produit D,Maison,193.66
2017-12-26,Produit E,Maison,101.51
2017-12-26,Produit A,Alimentation,296.18
2017-12-26,Produit E,Alimentation,182.34
2017-12-26,Produit E,Électronique,164.74
2017-12-27,Produit E,Maison,212.24
2017-12-27,Produit A,Alimentation,357.76
2017-12-27,Produit B,Beauté,348.36
2017-12-27,Produit A,Alimentation,278.5
2017-12-27,Produit C,Beauté,209.22
2017-12-27,Produit D,Électronique,45.13
2017-12-27,Produit B,Électronique,91.95
2017-12-27,Produit E,Vêtements,149.32
2017-12-27,Produit C,Électronique,407.35
2017-12-27,Produit E,Beauté,94.83
2017-12-27,Produit C,Vêtements,184.83
2017-12-28,Produit D,Maison,68.45
2017-12-28,Produit D,Vêtements,206.26
2017-12-28,Produit E,Maison,181.56
2017-12-28,Produit B,Alimentation,325.92
2017-12-28,Produit B,Alimentation,155.94
2017-12-28,Produit B,Alimentation,8.55
2017-12-28,Produit E,Alimentation,384.74
2017-12-28,Produit A,Électronique,295.51
2017-12-29,Produit D,Beauté,360.69
2017-12-29,Produit D,Électronique,488.08
2017-12-29,Produit B,Électronique,279.39
2017-12-29,Produit E,Maison,365.32
2017-12-29,Produit A,Électronique,224.92
2017-12-30,Produit B,Électronique,76.53
2017-12-30,Produit C,Alimentation,308.39
2017-12-30,Produit A,Alimentation,53.16
2017-12-30,Produit B,Beauté,238.64
2017-12-30,Produit A,Vêtements,252.58
2017-12-30,Produit B,Beauté,28.9
2017-12-30,Produit E,Électronique,388.22
2017-12-30,Produit D,Maison,117.72
2017-12-31,Produit B,Alimentation,275.69
2017-12-31,Produit C,Électronique,149.79
2017-12-31,Produit B,Alimentation,415.08
2017-12-31,Produit B,Maison,483.16
2017-12-31,Produit B,Vêtements,236.55
2017-12-31,Produit E,Électronique,313.19
2017-12-31,Produit B,Alimentation,344.16
2017-12-31,Produit E,Maison,38.31
2017-12-31,Produit A,Vêtements,254.87
2018-01-01,Produit C,Beauté,354.17
2018-01-01,Produit E,Maison,296.93
2018-01-01,Produit B,Maison,24.47
2018-01-01,Produit B,Vêtements,474.54
2018-01-01,Produit C,Électronique,113.19
2018-01-01,Produit B,Beauté,89.4
2018-01-01,Produit D,Électronique,66.87
2018-01-01,Produit A,Beauté,172.05
2018-01-01,Produit A,Électronique,407.54
2018-01-01,Produit E,Alimentation,138.77
2018-01-02,Produit E,Électronique,292.32
2018-01-02,Produit A,Beauté,56.2
2018-01-02,Produit B,Alimentation,457.19
2018-01-02,Produit E,Vêtements,197.2
2018-01-02,Produit B,Électronique,317.74
2018-01-02,Produit C,Électronique,25.11
2018-01-02,Produit A,Maison,247.94
2018-01-02,Produit E,Beauté,57.79
2018-01-02,Produit E,Maison,378.32
2018-01-03,Produit C,Beauté,450.71
2018-01-03,Produit D,Alimentation,188.26
2018-01-03,Produit C,Maison,436.17
2018-01-03,Produit E,Maison,62.79
2018-01-04,Produit E,Maison,349.8
2018-01-04,Produit B,Vêtements,243.2
2018-01-04,Produit A,Maison,310.35
2018-01-04,Produit C,Maison,327.64
2018-01-04,Produit B,Vêtements,59.68
2018-01-04,Produit E,Beauté,243.57
2018-01-04,Produit A,Maison,223.13
2018-01-05,Produit C,Alimentation,471.61
2018-01-05,Produit D,Maison,194.61
2018-01-05,Produit E,Alimentation,149.29
2018-01-05,Produit E,Maison,269.71
2018-01-05,Produit E,Électronique,13.66
2018-01-06,Produit B,Maison,213.36
2018-01-06,Produit E,Vêtements,190.14
2018-01-06,Produit B,Vêtements,423.28
2018-01-06,Produit D,Maison,348.1
2018-01-07,Produit A,Électronique,414.7
2018-01-07,Produit A,Vêtements,335.12
2018-01-07,Produit C,Beauté,118.33
2018-01-07,Produit E,Alimentation,179.31
2018-01-07,Produit E,Électronique,5.09
2018-01-08,Produit E,Maison,320.31
2018-01-08,Produit B,Beauté,100.77
2018-01-08,Produit E,Maison,209.81
2018-01-08,Produit D,Maison,239.63
2018-01-08,Produit E,Beauté,367.59
2018-01-09,Produit A,Maison,7.69
2018-01-09,Produit B,Alimentation,118.81
2018-01-09,Produit A,Alimentation,310.34
2018-01-09,Produit B,Alimentation,31.25
2018-01-09,Produit A,Alimentation,378.23
2018-01-09,Produit D,Vêtements,391.22
2018-01-10,Produit A,Alimentation,483.4
2018-01-10,Produit A,Électronique,25.33
2018-01-10,Produit C,Électronique,376.92
2018-01-11,Produit A,Alimentation,379.05
2018-01-11,Produit D,Beauté,434.11
2018-01-11,Produit E,Vêtements,457.3
2018-01-11,Produit B,Maison,434.63
2018-01-12,Produit D,Maison,172.1
2018-01-12,Produit B,Vêtements,31.11
2018-01-12,Produit C,Maison,162.2
2018-01-12,Produit A,Vêtements,394.36
2018-01-12,Produit D,Maison,186.58
2018-01-12,Produit E,Beauté,296.03
2018-01-12,Produit C,Vêtements,371.59
2018-01-12,Produit E,Maison,57.81
2018-01-12,Produit E,Vêtements,18.03
2018-01-12,Produit B,Alimentation,324.35
2018-01-13,Produit E,Beauté,411.11
2018-01-13,Produit B,Maison,276.77
2018-01-13,Produit A,Alimentation,341.06
2018-01-13,Produit D,Alimentation,473.92
2018-01-13,Produit E,Électronique,433.78
2018-01-13,Produit B,Vêtements,371.69
2018-01-14,Produit C,Alimentation,247.18
2018-01-14,Produit B,Beauté,228.15
2018-01-14,Produit D,Beauté,428.35
2018-01-14,Produit C,Électronique,137.91
2018-01-14,Produit E,Alimentation,98.53
2018-01-15,Produit E,Maison,21.75
2018-01-15,Produit E,Électronique,278.97
2018-01-15,Produit B,Alimentation,37.6
2018-01-15,Produit C,Beauté,141.03
2018-01-15,Produit C,Beauté,281.3
2018-01-15,Produit E,Alimentation,383.44
2018-01-16,Produit D,Alimentation,144.86
2018-01-16,Produit B,Beauté,464.78
2018-01-16,Produit C,Maison,193.27
2018-01-16,Produit D,Alimentation,262.17
2018-01-16,Produit B,Électronique,150.32
2018-01-16,Produit B,Beauté,286.0
2018-01-17,Produit C,Alimentation,34.93
2018-01-17,Produit A,Beauté,113.11
2018-01-17,Produit E,Vêtements,216.27
2018-01-17,Produit D,Beauté,222.54
2018-01-17,Produit E,Vêtements,143.38
2018-01-17,Produit A,Alimentation,103.86
2018-01-17,Produit E,Électronique,218.87
2018-01-18,Produit D,Maison,493.0
2018-01-18,Produit A,Alimentation,395.51
2018-01-18,Produit A,Beauté,9.2
2018-01-19,Produit C,Maison,455.33
2018-01-19,Produit A,Maison,34.61
2018-01-19,Produit A,Électronique,74.88
2018-01-19,Produit A,Vêtements,7.06
2018-01-19,Produit B,Alimentation,140.14
2018-01-19,Produit D,Électronique,326.87
2018-01-19,Produit A,Vêtements,178.24
2018-01-19,Produit C,Beauté,380.48
2018-01-19,Produit E,Beauté,65.54
2018-01-19,Produit E,Alimentation,340.89
2018-01-19,Produit B,Maison,285.22
2018-01-20,Produit E,Alimentation,372.81
2018-01-20,Produit D,Alimentation,440.75
2018-01-20,Produit A,Alimentation,257.73
2018-01-21,Produit E,Électronique,308.78
2018-01-21,Produit B,Vêtements,54.7
2018-01-21,Produit B,Alimentation,222.78
2018-01-21,Produit B,Alimentation,281.4
2018-01-21,Produit D,Maison,61.6
2018-01-21,Produit C,Électronique,66.3
2018-01-21,Produit C,Vêtements,281.89
2018-01-21,Produit E,Vêtements,325.08
2018-01-21,Produit B,Alimentation,101.26
2018-01-21,Produit B,Alimentation,22.93
2018-01-21,Produit C,Alimentation,305.81
2018-01-22,Produit A,Vêtements,453.56
2018-01-22,Produit B,Maison,186.73
2018-01-22,Produit D,Beauté,187.63
2018-01-22,Produit E,Beauté,435.4
2018-01-22,Produit A,Beauté,370.6
2018-01-22,Produit C,Beauté,139.1
2018-01-22,Produit B,Beauté,361.36
2018-01-22,Produit E,Électronique,315.4
2018-01-22,Produit B,Alimentation,208.88
2018-01-23,Produit E,Vêtements,306.62
2018-01-23,Produit A,Beauté,346.56
2018-01-23,Produit B,Maison,498.89
2018-01-23,Produit E,Maison,479.09
2018-01-23,Produit A,Électronique,461.21
2018-01-23,Produit C,Beauté,129.4
2018-01-23,Produit E,Beauté,420.41
2018-01-23,Produit A,Maison,392.35
2018-01-23,Produit D,Vêtements,313.33
2018-01-23,Produit B,Maison,380.83
2018-01-24,Produit A,Électronique,413.18
2018-01-24,Produit E,Beauté,313.8
2018-01-24,Produit E,Électronique,486.89
2018-01-25,Produit B,Beauté,274.39
2018-01-25,Produit B,Maison,78.55
2018-01-25,Produit D,Électronique,106.65
2018-01-25,Produit D,Beauté,133.8
2018-01-25,Produit E,Électronique,354.41
2018-01-25,Produit D,Maison,375.77
2018-01-26,Produit E,Alimentation,138.62
2018-01-26,Produit C,Alimentation,123.82
2018-01-26,Produit C,Électronique,466.46
2018-01-26,Produit E,Vêtements,44.03
2018-01-26,Produit D,Électronique,328.16
2018-01-26,Produit B,Vêtements,378.45
2018-01-27,Produit C,Électronique,477.52
2018-01-27,Produit C,Électronique,340.45
2018-01-27,Produit C,Alimentation,374.76
2018-01-27,Produit C,Électronique,492.74
2018-01-27,Produit D,Beauté,190.36
2018-01-27,Produit E,Vêtements,434.7
2018-01-27,Produit C,Électronique,381.46
2018-01-27,Produit A,Maison,115.29
2018-01-28,Produit A,Beauté,232.3
2018-01-28,Produit A,Vêtements,108.8
2018-01-28,Produit D,Beauté,481.54
2018-01-28,Produit C,Maison,84.11
2018-01-28,Produit A,Maison,135.86
2018-01-28,Produit B,Électronique,303.68
2018-01-28,Produit C,Maison,20.74
2018-01-28,Produit B,Maison,250.99
2018-01-28,Produit A,Alimentation,7.24
2018-01-28,Produit C,Électronique,328.96
2018-01-29,Produit B,Électronique,216.02
2018-01-29,Produit E,Maison,313.41
2018-01-29,Produit E,Beauté,136.66
2018-01-29,Produit E,Vêtements,65.77
2018-01-30,Produit A,Électronique,37.27
2018-01-30,Produit A,Vêtements,260.53
2018-01-30,Produit E,Beauté,128.59
2018-01-31,Produit C,Maison,70.51
2018-01-31,Produit E,Maison,258.33
2018-01-31,Produit B,Électronique,216.65
2018-01-31,Produit C,Électronique,431.22
2018-01-31,Produit C,Électronique,448.54
2018-01-31,Produit E,Beauté,290.27
2018-01-31,Produit C,Vêtements,326.92
2018-01-31,Produit D,Vêtements,221.9
2018-02-01,Produit A,Maison,160.39
2018-02-01,Produit D,Beauté,75.46
2018-02-01,Produit B,Beauté,364.6
2018-02-01,Produit E,Électronique,474.02
2018-02-02,Produit C,Électronique,161.63
2018-02-02,Produit A,Beauté,293.56
2018-02-02,Produit B,Beauté,204.18
2018-02-02,Produit E,Vêtements,9.18
2018-02-02,Produit B,Électronique,42.61
2018-02-02,Produit B,Électronique,40.61
2018-02-03,Produit E,Vêtements,82.84
2018-02-03,Produit C,Maison,267.86
2018-02-03,Produit C,Alimentation,203.43
2018-02-03,Produit B,Électronique,197.42
2018-02-03,Produit D,Électronique,41.38
2018-02-03,Produit D,Électronique,245.87
2018-02-03,Produit C,Beauté,269.96
2018-02-03,Produit A,Beauté,63.59
2018-02-03,Produit E,Beauté,271.46
2018-02-03,Produit A,Vêtements,165.22
2018-02-04,Produit C,Électronique,236.35
2018-02-04,Produit D,Électronique,122.58
2018-02-04,Produit E,Alimentation,470.2
2018-02-04,Produit A,Électronique,468.01
2018-02-04,Produit A,Vêtements,94.7
2018-02-04,Produit E,Électronique,41.51
2018-02-04,Produit A,Maison,141.51
2018-02-04,Produit B,Maison,211.46
2018-02-04,Produit E,Vêtements,464.71
2018-02-04,Produit D,Vêtements,302.59
2018-02-04,Produit E,Beauté,85.94
2018-02-05,Produit E,Électronique,216.73
2018-02-05,Produit C,Électronique,470.43
2018-02-05,Produit C,Beauté,250.12
2018-02-05,Produit B,Alimentation,413.95
2018-02-05,Produit E,Maison,488.59
2018-02-05,Produit B,Beauté,251.06
2018-02-05,Produit B,Maison,42.68
2018-02-06,Produit D,Vêtements,450.88
2018-02-06,Produit C,Alimentation,488.01
2018-02-06,Produit E,Maison,499.19
2018-02-06,Produit D,Vêtements,330.9
2018-02-06,Produit C,Alimentation,200.69
2018-02-06,Produit D,Maison,261.96
2018-02-06,Produit A,Beauté,271.11
2018-02-06,Produit E,Vêtements,135.83
2018-02-06,Produit C,Électronique,377.73
2018-02-06,Produit A,Vêtements,322.43
2018-02-07,Produit C,Électronique,399.41
2018-02-07,Produit A,Vêtements,145.67
2018-02-07,Produit C,Électronique,86.13
2018-02-07,Produit C,Alimentation,5.02
2018-02-07,Produit B,Alimentation,487.97
2018-02-08,Produit A,Alimentation,313.91
2018-02-08,Produit B,Beauté,48.76
2018-02-08,Produit B,Vêtements,176.29
2018-02-08,Produit E,Maison,260.3
2018-02-08,Produit A,Vêtements,382.35
2018-02-08,Produit E,Électronique,486.54
2018-02-08,Produit E,Maison,157.51
2018-02-08,Produit E,Vêtements,410.37
2018-02-08,Produit D,Maison,253.73
2018-02-08,Produit D,Électronique,335.74
2018-02-08,Produit C,Alimentation,396.69
2018-02-09,Produit B,Électronique,325.82
2018-02-09,Produit C,Alimentation,247.19
2018-02-09,Produit D,Électronique,372.3
2018-02-09,Produit E,Alimentation,255.35
2018-02-09,Produit B,Maison,446.76
2018-02-10,Produit E,Électronique,84.28
2018-02-10,Produit D,Vêtements,24.97
2018-02-10,Produit C,Alimentation,293.82
2018-02-10,Produit D,Vêtements,113.33
2018-02-10,Produit B,Maison,229.4
2018-02-10,Produit E,Électronique,303.33
2018-02-10,Produit E,Beauté,498.79
2018-02-10,Produit B,Électronique,32.19
2018-02-10,Produit D,Électronique,14.11
2018-02-11,Produit B,Alimentation,151.75
2018-02-11,Produit C,Alimentation,265.43
2018-02-11,Produit E,Beauté,188.22
2018-02-12,Produit E,Alimentation,497.82
2018-02-12,Produit B,Maison,434.07
2018-02-12,Produit E,Maison,81.03
2018-02-12,Produit B,Vêtements,198.58
2018-02-12,Produit B,Vêtements,194.41
2018-02-12,Produit C,Beauté,182.55
2018-02-12,Produit B,Beauté,380.87
2018-02-12,Produit B,Beauté,47.13
2018-02-12,Produit C,Vêtements,120.58
2018-02-13,Produit C,Vêtements,293.93
2018-02-13,Produit B,Alimentation,97.57
2018-02-13,Produit B,Alimentation,220.62
2018-02-13,Produit D,Beauté,45.0
2018-02-14,Produit D,Vêtements,129.48
2018-02-14,Produit E,Électronique,365.02
2018-02-14,Produit B,Électronique,178.17
2018-02-14,Produit A,Alimentation,299.48
2018-02-14,Produit E,Maison,422.55
2018-02-14,Produit A,Beauté,132.51
2018-02-14,Produit B,Électronique,130.24
2018-02-14,Produit B,Maison,413.6
2018-02-14,Produit E,Électronique,62.42
2018-02-14,Produit C,Vêtements,59.38
2018-02-15,Produit E,Maison,176.36
2018-02-15,Produit A,Maison,57.76
2018-02-15,Produit A,Vêtements,211.9
2018-02-16,Produit A,Maison,446.81
2018-02-16,Produit B,Maison,255.34
2018-02-16,Produit A,Maison,45.21
2018-02-17,Produit D,Électronique,241.44
2018-02-17,Produit E,Beauté,270.91
2018-02-17,Produit A,Vêtements,98.6
2018-02-17,Produit A,Alimentation,60.14
2018-02-17,Produit A,Alimentation,420.81
2018-02-17,Produit A,Alimentation,295.01
2018-02-17,Produit E,Maison,445.65
2018-02-17,Produit C,Alimentation,169.39
2018-02-18,Produit C,Électronique,9.33
2018-02-18,Produit B,Alimentation,291.51
2018-02-18,Produit C,Maison,295.46
2018-02-18,Produit B,Vêtements,306.61
2018-02-18,Produit C,Électronique,495.77
2018-02-18,Produit A,Alimentation,413.58
2018-02-19,Produit C,Électronique,257.34
2018-02-19,Produit A,Beauté,406.92
2018-02-19,Produit C,Vêtements,230.68
2018-02-19,Produit A,Maison,205.91
2018-02-19,Produit A,Alimentation,230.85
2018-02-19,Produit E,Alimentation,268.95
2018-02-19,Produit E,Électronique,288.69
2018-02-19,Produit B,Maison,365.62
2018-02-19,Produit A,Beauté,83.69
